,overall,reviewerID,asin,reviewText,summary,vote,newReviewTime
4731,2,A2E0FZQ677MDDR,B00N0E5S1O,I couldn't get pass the beginning of the book! A butter bar in charge of a green 26 man Ranger platoon? Being used to escort 12 SF men to an operations area? In a Chinook? Paleeaase!,Author needs to do more research,4,5/2/2016
4732,5,AYUTCGVSM1H7T,B00N0E5S1O,"RF has written a SyFy novel of an alien race that is determined to destroy the population of Earth. The aliens destroy everything and sets a cannibalistic type animal to kill any survivors. The storyline is excellent. However, the ""To Be Continued"" was disappointing. This is an excellent read for the genre except volume one of the series is TBC.....ER",A SyFy Novel of Aliens Destroying Earth,2,4/26/2016
4733,4,ARACFU5SUPKC2,B00N0MYHC2,"Radio Silence is jam packed with things that I love! It's got an interracial romance! It's got friendship! It's got enemies to lovers! And it's got my favorite Romance trope: stranded together! Although, Arden and Gabriel aren't just stranded together. They're trying to survive whatever the heck is happening outside which forced them together. Arden and her best friend, John, left their apartment to head to the safety of his family's cabin. Of course, they hit trouble, John's brother thankfully rescues them, but that's not the end of their problems.

I really enjoyed Radio Silence. Arden is so feisty! I was annoyed with her at one point, but so was Gabriel. She made a really stupid decision, which is why when the book opens, she and John are on death's door. But she quickly grew on me, as did all of the other characters. I loved watching this little family unit knit together. It had been just Arden and John for weeks, but now they're with his older brother and younger sister, and everyone just comes together and does whatever it takes to make sure they all make it through this.

At first I was a little bummed that we get no details about what's happening in Radio Silence, but then I started to really like that we don't. It's much more realistic that way. How would Arden know anything when the power is out so there's no internet access, news, or radio? She wouldn't! This makes the tension that much higher, because everyone is just so high strung worrying about what the heck happened!

The romance was also really good. Gabriel is understandably annoyed and upset with Arden for putting his brother in that precarious situation. However, he is a doctor and sees that she's hurt and tends to her. That scene! We don't know what he's thinking, since this is all from Arden's POV, but let's just say she's having less than patiently feelings toward her caregiver. And they argue like crazy! Which of course leads to kissing and more as they're forced into each other's presence for weeks on end.

There is a slight mystery plot, which I wasn't quite that into. John and Gabriel's parents went missing while John and Arden were on their way. Obviously, Gabriel didn't know they were coming, so he never went to look for their parents because he couldn't leave their sister home alone in this chaos. Having someone there, means he can finally go look for them. It's not a bad plot, but it did leave me with unanswered questions at the end.

Radio Silence was a great read! All of the elements that I love worked really well together. The ending is a bit rushed and felt a little incomplete, but it did leave me eager to read the next book!",Radio Silence,3,3/2/2016
4734,5,A1SMTT3THU54BK,B00N1BXC8C,"If I could give True Alpha more than 5 stars I would. This book covers so many questions about Wolfie Love, and answers them completely. Shifting, shifters, how the rules and traditions of the Natural wolf pack are followed and intensified by the shifter wolves. This book is wonderfully written with obvious love for all of the human and shifter characters. We are introduced first to our Heroine, Kia, and second to her future Hero, who wastes no time living up to his title by saving her from 3 evil wolf shifters. Although he is able to incapacitate  all 3 of them with no problem, we will learn that she is a very strong character in her own right, an Alpha Female Wolf to match his Alpha Male Wolf. She was raised by a Human single mother, her shifter half comes from the father she never knew. Not even her Mother knows about the shifter side of her, and she thinks she must hide her other half even from her best friend. We will watch her grow and learn to embrace her wolf, and become the Female Alpha that she was born to be.
This book is full of Shifter Wolf knowledge, and very action packed! Meet her new friends and watch as she finds the family that was missing from her life, heal the broken Alpha and also some Shifter Kitties who help keep her family safe when an Evil Alpha Wolf Pack tries to destroy them all.",True Alpha (Shifters in Seattle 1): New Adult Paranormal Shifter Romance,2,7/23/2017
4735,4,A24KZL47I6CH4C,B00N1BXC8C,"Thank goodness I came across this as a box set - had I discovered them as individual stories, the serial format would have driven me crazy. Having all 6 - yes 6 - shorter books published as one volume made for an enjoyable reading experience.
Lucas is a wolf shifter who lost his mate and therefore his pack - he also feels tremendous guilt and doesn't think he deserve to really live life anymore. Mia is a college student who is hiding the fact that she is a wolf shifter as well - she knows almost nothing about the shifter world when their paths cross and he ends up saving her from ""dark"" wolves.
The story that follows requires you to suspend reality a little bit, but is entertaining and sexy. I like Mia and Lucas together, even though there were times when I just wanted to shake then both because they were being stupid. They both make multiple poor decisions before finally being forced into a situation that basically slaps Lucas upside the head and makes him see the light.
If lighter paranormal is your things - then this is definitely a set for you, just make sure you get the box set.",3.5 stars,3,5/6/2017
4736,3,A1GP0E8PNYEXB9,B00N1BXC8C,This was a series of books in one volume.  It was a shifter romance about a broken alpha and a girl hiding the fact that she is a shifter.  It was a cool shifter romance.,True Alphas,2,2/5/2017
4737,3,A2O2HEH0GWM2V1,B00N1BXC8C,"30818096

Maybe it's age, or long-time exposure to erotica, but sex scenes don't do it for me. I guess I'm jaded, but they just don't make my lady parts tingle anymore. Perhaps a younger reader would find more enjoyment.

That being said, the non-sexy parts of the story were pretty good. College girl Mia Fiore is quitting her job at a lousy bar, when she is attacked by three wolves outside. Rescued by a handsome, large wolf, she is saved and escorted safely home. When she reports next day for her internship at a dot-com, guess who her boss is? If you said the sexy handsome wolf who saved her, you'd be right. He wants her, but has a deep dark secret that keeps him from committing.

Stuff happens, and they get their HEA you've been waiting for. Along with the hero/heroine, I enjoyed her roommate Jupiter AKA Jeeter, with her flamboyance and attitude. I wouldn't mind reading a book about her.",It was okay.,11,12/30/2016
4738,5,A1FUH1O6FCTUYG,B00N1BXC8C,">Book Review True Alpha

>I am an independent reviewer. This book is the first in the Shifters in Seattle series and ends in an HEA.  Lucas is a shifter at a high profile tech company. He is heartbroken after losing his mate to a rival shifter clan. He hires Mia, not knowing she isn't human. They are immediately attracted to each other. The attraction is acted upon immediately, which seemed kind of creepy. Mia has always hidden what she is, afraid. Lucas is patient, teaching her to shift and to embrace her wolf side.

>There is a lot of damsel in distress action in this story. Lucas saves Mia multiple times. The action and insight into how a wolf shifter must submit to their alpha is eye opening. The suspense as to who will claim Mia is palpable. The men surrounding Lucas all have interesting personalities. Hopefully, the next books in the series will star some of these shifters.

> This book is appropriate for an adult audience. I am giving the story 5 stars. The romance came about quickly, but the action was really fun.",Fun and sexy,2,12/20/2016
4739,1,A2CQUCCS4NXDNT,B00N1BXC8C,I tried my best to like this book. I just couldn't. It was so long and boring to get to the obvious ending.,Ok,2,8/23/2016
4740,3,A19MXYAHMAC99A,B00N1BXDMW,"Winter Wolf is the second book in this series but I read it as a standalone.  It has a lot going for it - Struggling heroine trying to make her mark in the acting world, one that speaks like gravel, scarred body, no family to speak of. .. . Just an agent that gets her gigs, an apartment, and this ability to manipulate electricity.  This is Nicole and her life, her family and commitments.  She balances a fine line between safety and death.

The world is interesting and the characters are deep.  I enjoyed the suspense and intrigue.  Poor Nicole had so much on her plate.  It wasn't until the ending and things didn't unfold that I got frustrated and the amount of unanswered questions.

I would like to know why a husband would stay out of his wife's life after a horrific accident.  He may have paid the bills but wasn't there in person to see her through her recovery.  I assume he was protecting her, but to keep apart for over six years?  I have a hard time believing an alpha could lead his pack without his mate by his side - His dominate wolf would drive him nuts.  Even if she's 17, was it because she was too young?  Family pressure?  Doctors orders?  WHY would any loving mate do this?  Guilt?  Did he have a hand in it?  Well. . . . We're left guessing.

So a 'normal' is human, someone without powers.  But she does have powers and is suddenly stuffed with a wolf.  Is Nicole now wolf?  What about Nicole's sister, was her wolf stripped from her?  The whole transfer situation and results were glossed over.  Was the plague delayed as  Amber and Nicole talked about or was there a cure?  And what about that artic blast only hitting the west coast?  What about wolves around the globe?  Well. . . We're left guessing.

I'd almost say this one ends on a cliffhanger but instead it gave you some meat to chew.  While this story had a lot of things going for it, the amount of unfulfilled plot twists left me raw.  Usually an author has teasers like this to keep the fans eagerly awaiting the next book.  I can see that but here I am with the 3rd book available.  It looks like a new cast of characters and I wonder if these questions here will be answered.  Now it's my choice to continue and see if this is standard procedure to leave an incomplete story.  - Dan's Wife",Winter Wolf And Incomplete Plot Twists,3,4/12/2016
4741,3,A1GE2GDCXBHNAK,B00N1DVE8U,"Wow. This book is hot. From start to finish, Uncivilized is filled with dirty talk and uninhibited sex.

Anthropologist Dr. Moira Reed is sent on a mission to bring back Zacharias Easton home from the Amazon, and help him transition back into the modern world. She needs to do her best with this mission, because not only will Randall Cannon, Zachs godfather and the man who funded the whole mission, give her a generous grant, she will also be able to publish her work with the man who lived in the Amazon with a tribe for eighteen years.

Zacharias never wanted to leave his tribe. Its been his home for eighteen years, and hes happy there. But some American guy who claims to be his godfather wants him back, and he has no choice but to go with the gorgeous redhead. At first, he fought Moiras efforts and made it difficult for her, but when Moira, who is three years older, offered to teach him everything in the modern world, he has something in mind he wants to learn. And he has something he wants to teach Moira. That no matter what she does, he is and always will be uncivilized.

Believe it or not, Tarzan was my favorite Disney movie. I have a lot of fond memories of it as a kid, and I jumped at the chance to buy this book when it was on sale a while back.

As hot as steamy as the sex was, I wanted more. I wanted to see what Zachs eighteen years with the tribe was like. I wanted more from the characters. I never get to know much about them, other than their insatiable sex drives, and bits that don't get sore from too much sex. Seriously. These two were getting it on day in and day out! I wanted more story. Uncivilized is basically a PWP (Plot? What Plot?) book.

Zach has no intention of staying in the US, and he resented Moira for taking him away from the place he called home for eighteen years. He basically made it hard for Moira when they flew to the US, and he was barely civil to her until when they started sleeping together. The lust was obvious, but I didn't see what they could be beyond their sleeping arrangements.

His transitioning into the modern world felt too effortless. Eighteen years away from the US, and when he arrives, its as if he never left. I know Father Gaul, a missionary priest, visited Zachs tribe and gave him reading materials and spoke to him in English, but I don't know.

I didn't know what to think of Moira, too. Shes smart, yes. Kind. Has gorgeous red hair. But thats pretty much it.

Uncivilized, a quick and steamy tale told in alternating POVs, is filled with hot and incredibly-written sex. So thats a plus, I guess. Haha. Im definitely not complaining about that.

I would have enjoyed it more if the characters were given more substantial growth, and the story more, well story. Surprisingly, I still liked this book. It just goes to show how dirty my mind really is. LOL.

If you're looking for a steamy read with an alpha male, light BDSM, and lots of sex, you might enjoy Uncivilized.",Uncivilized is filled with dirty talk and uninhibited sex,2,3/31/2017
4742,3,A2P8LCNI498LP7,B00N1DVE8U,I gave three stars because I felt the story line had some over explanation that was unneeded. Also while I like hot sex scenes in a book it was too much and the story line became blurred at times for me.. over all a good solid book but not one I would reread.,Also while I like hot sex scenes in a book it was too ...,2,11/30/2016
4743,5,A3NO997H2IPCZ6,B00N1HS7MC,This has been a very sweet series. Love intrigue with very strong accomplished and independent women and men man enough to love them.,Sweet,3,4/30/2017
4744,3,A19P3AD80OYQQ3,B00N1HS7MC,Only buy this book if you need to sleep  Book one was a good book and Book two was decent.,This was a boring read,6,4/9/2016
4745,3,A23Q2BQNP20P8U,B00N1R8WVS,"I wanted to like this series but unfortunately it should have been written as one book, not three. This was the weakest of the series because the events that happen seem so drawn out that they are superfluous. Had it been better edited (or a lower price), I would have been happier with it.",Just Okay,2,4/28/2016
4746,4,A20U1GVRCPWGJY,B00N1R8WVS,"Well,this one is definitely different.  While everyone in the castle is frozen in time by a curse caused by the Nix, young Mae gets sucked into their fears and the whirlwind mystery the Nix has set up for her.

She traverses the castle sometimes bidding from the Nix and other time hunting it. All the awhile she finds out dark secretes that resides in the castle.  She learns more of how to control her craft-born powers while being pulled into other people's fears. Between that she solves castle mystery after mystery. Soon she learns how to break the curse that rules over the castle. Beating the fear.

This book is full of mystery, action, and secrets. It was very different than what  I thought would happen, but it was-is a good suspenseful read.

I would recommend reading this, course you should read book one White Hart first.  :)",I LOST MY HAND.....,4,1/24/2016
4747,4,ADZ8W3FI3IFEV,B00N1XRS3K,"I couldn't put this book down. It really takes you for quite a ride. I loved the stories of both families. The children especially.
If only they had found out the truth but...
I have recommended this book to several others and am looking forward to our discussions.
This book also made me check into her others and I am looking forward to reading those. I hope they are as enjoyable as this one was.",Didn't want it to end,6,6/24/2016
4748,5,A2F5HG0QX20L7K,B00N1XRS3K,"I just finished this book in 2days. This has to be one of my all time best book.  I was not expecting the ending and I can't get it out of my mind. If you love mysteries and genealogy you will love this book.

I just found this author last week and have read three of her books. She is such an excellent story teller and author.  Please Ms.  MCGURL keep the books coming.  Highly suggested read. Would make great book club discussion.",The Emerald Combo,11,6/22/2016
4749,4,A1JSXV9MRT98PL,B00N1XRS3K,"Always enjoy historical fiction and McGurl did not disappoint me. I have to say, the current day fiction turned out to be very interesting. Also, going
black in time was a page Turner.

Angeline",The Emerald Comb by Kathleen McGurl,3,6/19/2016
4750,4,A1RJDG0BXW7LHP,B00N1XRS3K,"I gave this book a full four stars. I think the Author could have added more clarity to the personality of each of the characters. It would have helped.
Due to the same lack of clarity, I had to go back and review specific areas in order to become more familiar with the Author's plot. It was well written and it had some interesting points. Thank you for your attention.",I gave this book a full five stars. I ...,4,5/26/2016
4751,3,A3IIG6WN78DIOQ,B00N1XRS3K,"This is a story with alternating time sequences from the mid 1800's to present day.  The premise was good about a current day family with a mother who is doing genealogy research.  She discovers a home that once belonged to her family and they ended up purchasing it without her husband knowing it's background.  Then the house starts divulging secrets as it switches back and forth in time.  I was absolutely angry at the end by the manner in which the author ended the story.  Thus, the rating.",Some ghosts will never divulge their secrets!,2,4/27/2016
4752,3,A3D05SK0NNCQDO,B00N1XRS3K,"Quite a page turner! An enjoyable mystery set in the mid 1800s and alternately in modern days. I wasn't satisfied by the way the novel ended, but the body of the book kept me wanting to know more.",The Emerald Comb,2,2/1/2016
4753,1,A3U7DBAFW5XT7B,B00N20CH92,"I'll have to join my voice with some of the other one star reviews.  While realizing that I'm in the minority, this second book just rehashed virtually the same thing over and over and the plot didn't seem to go anywhere.  As much as I really wanted to like it, I won't be bothering with the later installments.

And I have to add in one pet peeve of mine.  While I'm fully aware that British authors use U.K. English - and that's fine; when someone is going to set their entire story primarily in the United States, make U.S. military such a primary part of the (plodding) plot, have the action move from Colorado to the West coast and back, etc.  Why not at least make the effort to ""Americanize"" the language usage?  If that's too difficult, then set the blasted thing in the U.K to begin with!  On this subject, I reached the point where I was saying to myself that ""if I see one more time the words, ""it was so and so '""FOOT' high, I will scream!""  It's not hard to figure out how to use the correct plural form of a word; and making the same mistake over and over just reeks of an unpolished effort.  Don't bother unless reading a long series that becomes a chore is something you are OK with.",The One Star Reviews Are Correct,8,7/30/2017
4754,5,A2799XWB4D8YZQ,B00N20CH92,"It is the year 2041, the Meteor 2011 AG5 has already hit the Earth and created a huge dark cloud that is now circling the Earth.  The Global Meteor Response Committee (GMRC)has been working for the past couple of decades preparing the underground bases around the world with other powerful nations to assure the survival of the human species....As the title suggest, "" Dark Descend"", our  3 friends will journey into caves, unknown passages to find artifacts of a giant human-like species. It is a roller-coaster ride of suspense, danger, mystery and supernatural events.  Civil unrest is becoming a problem for the GMRC and with their police and own military it doesn't take long to get things under control, or so they think??  Still the Population does not know the existence of the subterrain bases and the knowledge of more meteors heading toward Earth.....???Not everyone will be able to be relocated to these underground bases, what will happen to the surface???",Journey into the Dark Descend,2,4/1/2017
4755,5,A3KWKYZOAAY0BF,B00N28E0NA,"This is the fifth book in the series I've read.  I started with number 6 and went back to fill in the rest.  I've thoroughly enjoyed all of them. The stories flow, the characters are real and humor is ever present.",Another great read,2,4/22/2016
4756,2,A1SXPZ2LLJ2Y59,B00N2AHDHI,"Very poor writing. Conversation was not at all realistic between the characters, very awkward. This is my second try with Ms. Atwood, and will not try her again.",Very poor writing. Conversation was not at all realistic between ...,2,1/12/2017
4757,5,A20CVCOG78RMLR,B00N2AHDHI,Enjoyed this fast moving book.  Both Rand and Lettie had a lot to overcome.  Both recovering from first marriages where both lost a spouse.  Neither one not knowing if they could love again.  Lettie was getting away from an awful situation.  Rand was her cowboy in shining armour there to save the day.  He chose to accept her and the baby she was having even though it wasn't his. Lettie found a good friend in Sarah who she met on the train.  Also the doctor and his wife who came to her and Rand aide at the train depot.  They became there close friends.  The ladies of the town accepted Lettie and even gave her a baby shower.  Rand grew to love Lettie and she him.  They ended up having two babies instead of one.  Both babies made there life compete.  Rand fell in love more and more with Lettie.  They were both able to let go of there first loves.  Lettie even reconciled with her mother.  Which was a good thing.  Keep up the good work Leah.  Looking forward to reading more of your books.,City lady turned country girl twice finds one man to love her she thought for always but things change. BROKEN HEART MENDED!!,3,10/22/2016
4758,2,A39BGN8JA7CIFX,B00N2AHDHI,"This was a quick clean christian mail order bride story.  It was very bland. Not much to this story. The characters are cookie cutter, the story line is predictable. This was super clean, not much preaching and no violence.",Boring clean Christian romance,3,7/5/2016
4759,5,A26YZVV16S83MS,B00N2AHDHI,"I'm sure I I've read this story before but I'm not sure, I think it was in a box set of stories by several authors.  I read it again because I bought the four books of the series and wanted to refresh myself of the characters.  You see I haven't read the other three yet.

I loved this book just as much if not more than the first time I read it!  The unconditional love shown in this story was absolutely amazing.  I have been in love with my husband since 1967, unfortunately we were broken up by his mother, we each married others on the rebound, neither lasted, unbeknownst to us we each got divorced in 1974, I married in 1968 he in 1970.

He contacted me in 1975 in January, May 1975 we were married never stopped loving each other.  I honestly don't think I could marry again if he died.  Love grows stronger every day for us.

Reading this book helped me to be even more grateful for the unconditional love we have for each other.  We have been very blessed.

I loved the story and am looking forward to reading the second book in this series.  Very well written Leah.  Thank you.

Starr",Simply Beautiful!,2,3/14/2016
4760,5,A2KSS7LPDTPVM8,B00N2AHDHI,"A fine romance, I was relieved there were no bad guys in the story (except for what started the story to begin with), relieved there was no major misunderstanding that lead to miscommunication and heart break. Lovely story even a maiden (do they exist anymore?) can read. I love the characters and wish for that kind of decency in people today.",lovely clean story,2,3/2/2016
4761,5,A2E9190BZHY0H6,B00N2GDB0K,"Some issues in life can become overwhelming.
I bought Marc's book a week ago and started reading the first few chapters and implementing some of his suggestions. I decided to tackle some priorities immediately. As a result, a few remarkable changes have already taken place in my life in a matter of a couple of days. I needed to complete my registration for accreditation, career-wise, which I had wrestled with for two years, not having any idea how to proceed. So, just a chapter or two into this book, on Tuesday I decided to tackle it. I made some phone calls, thankfully this time, got some great assistance, which I had desperately needed, sent my submission in and now I am told that all is in order and the registration of my qualifications will go through in a few weeks. I can't believe it, after such a terrific struggle!
In addition I needed to tackle a pressing Committee issue of great importance, strongly, and I did. I have no regrets because I know I did the right thing. So whatever happens, I can live with it.
What amazed me is Marc's online support. He freely communicates with me when I write, and follows up if a problem is experienced, such as with logging in, since I had made a small mistake which was blocking me.
For anyone feeling overwhelmed with issues you are facing in various situations, trying to decide how to proceed, it really helps to have an opinion from an objective motivator, which Marc is, since he helps give supportive perspective.","Marc really wants to motive his readers to achieve success, confidence and a feeling of self-worth. Awesome!",3,6/10/2016
4762,1,A22RU7ZICZLM2L,B00N2HHQWI,"The book started with  her complaining about guys and her unwillingness to give up her virginity.  By 3% on my Kindle, the first profanity word.  Done",Not my cup of tea,2,6/18/2016
4763,5,AYF1BAZ0SNTR4,B00N2WPFD0,"Having read P. C. Zick before, I knew going in, even in the midst of a romance, this author would, along with her authentic and touching characters and a totally engrossing plot, present some kind of deeper theme that most romance authors wouldnt touch with a ten foot pole. Turns out in her BEHIND THE ALTAR, she accomplishes those three things in spades.

Of course there is Dean, a true stud-muffin male protagonist, who instantly falls for Leah, a strong, beautiful, caring female protagonist. In romance, that may be a given, but here its done extremely well. The author also tackles a couple of themes that are doozies: First off, her depiction of the homeless issue lets us in on the daily ins-and-outs of everyone involvedwhat these poor destitute people go through and what the organizers have to contend with, such as coping with funds being removed or their spaces suddenly unavailable.

Yet Zick doesnt stop there. She has the courage to take on another strong issue not often talked about in romancesfamilial sexual abuse. In my opinion, to be able to have that as a subtext and still write a tender, sexy romance, takes great talent and certainly makes for a page-turning novel! Highly recommended.",A True Romance with Depth,3,4/15/2017
4764,5,A9RQP2BC8QZ88,B00N2YX7H4,"First time ive ever read this author but it won't be my last. I loved everything about this book. My hero was damaged, numb, and positively clueless. He was loyal and strong and willing to be flexible in his relationship with my strong, willful, and demanding heroine.  This book has great twist and turns but is not for the faint of heart there is some violence and abuse but none from our leading cast.
Enjoy this read!!",What a freakin good read!,2,2/3/2018
4765,5,A38TZJEVGI7OJN,B00N2YX7H4,"I don't normally read MC novels. They just aren't my cup of tea but I enjoy this authors writing style and therefore decided to give it a go. At first it was very full on, in your face language but I looked past that to the main characters and it was a really good story. I really like how strong Pheonix is as a person and she really made Jaeger work for her.",Usually not my cup of tea but I enjoyed it,2,1/27/2018
4766,5,A2IN2SXPIZH0T5,B00N2YX7H4,"This book is dark, gritty, raw, humorous and hot as hell. I loved reading Jaeger and Nix's story, the storyline really sucked me in and I could not put the book down. I love MC books and this one will definetly be added to my list of favourites.",Fantastic,4,3/28/2017
4767,5,A19YOD91OWKTB7,B00N2YX7H4,"Holy moly...this book was so flipping good. It was steamy, captivating and an entertaining read. This is a book that will not disappoint!!",Fantastic read!,3,7/31/2016
4768,1,A1AIEBSH8XQ1F3,B00N2YX7H4,"I don't even know where to begin with my dislike of this book. The H is by far one of the worst H's ever written. He's the biggest, crudest jerk and there's nothing redeemable about him. I'm all for dirty talk but he was just disrespectfully crude. The fantasies about other women, the way he talked to the h, I just can't!",Rubbish,7,7/25/2016
4769,2,A2BU601JNTT5WS,B00N2YX7H4,I don't know where all the good reviews came from but this was an awful book. The characters were like juveniles playing adult dress up. There was no softness between the protagonists and she was skank B. They both were gross and who in the world would choose the lifestyle described here. She was inexperienced but did nasty things before being introduced to them. Contradictions galore. Poor character development and shallow plot. Just no. Ew.,Huh?,5,5/6/2016
4770,3,A1LFIFPYMOJ8RV,B00N2YX7H4,I had a hard time liking the main characters and I really want to.  But that doesn't mean it isn't a good story and I did like the other characters in the book. It was a good read. Rated good,A good story,3,2/9/2016
4771,5,A1JOZFD5CCXEBF,B00N2ZX5FW,"Solving a crime during the early 1930s was much different from what happens today.  There was no DNA evidence, no easy communication to compare notes with other localities, no sophisticated equipment.  What was available was the crime scene itself, eyewitnesses, accurate or not, and detective work to determine what evidence was or was not available.
 In THE BAREFOOT STIFF, Maggie Sullivan is a short, sassy, perceptive detective whose abilities are both unrecognized and unappreciated by the police department.  She doesnt let that stop her, though a shortage of clients left her continuously looking for some to help her pay her bills.
 When a blonde approached her at a lunch counter telling her that a Gentleman wants to hire you, and offered her ten dollars, she told her that she only took jobs from people who came to her office.  She watched as the blonde walked away and realized that Ten bucks would put gas in my car for a year and then some.
 A few hours later, Maggie was beginning to regret her quick reaction.  ...a dead plant in the corner of my office and the bottle of gin in my bottom drawer both saw things my way.  What could it hurt to listen to whoever had send the blonde?
 She decided to go to the address she had seen written on the $10 bill and ended up finding a recently killed man.
 The police considered her to be a witness even though the man was already dead when she arrived at the scene.  But they missed some evidence that she noticed and she decided to investigate on her own as they tried to identify the man and figure out a motive.  One possibility that the police offered was that he was a bank robber.  Bank robberies had become a dime a dozen once the end of Prohibition left unemployed bootleggers seeking other sources of income. Maggie began to focus on the evidence that wasn't there to answer those questions.
 Having read so many full-length detective novels, it took a different mindset to read one in a short story form.  But THE BAREFOOT STIFF has all the elements of a full length novel but in a very condensed form.
 I like M. Ruth Myers writing style as well as her characters and how they handle situations.  There is not much character development but, in this short story, it wasn't expected.
 Im looking forward to her next full length novel.
 This book was a free Amazon download.",Short detective story has all the elements of a novel,2,2/20/2016
4772,3,AQA76AX85FU33,B00N2ZWYF4,"This started out a good story but ended like a chapter book. I hate, chapter books. I would not have got this if I had known that's what it was.",Ok,2,4/30/2017
4773,4,A39N24TTLP6I48,B00N2ZWYF4,"Night Fire is the start of a Rising Dragon series where Rowan, a young woman with bright red hair and eyes meets Rafe in a bar. It is instant attraction between these two, but it takes a second meeting for them to get together and Rafe shows Rowan what she really is, a dragon. He asks for her trust but it all happens too quickly and Rowan leaves and that is the cliffhanger where the author left this part of the story.",Night Fire ~ Rising Dragons Series ~ Book 1,2,2/26/2017
4774,1,A1E9IP7DGY1QB3,B00N2ZWYF4,"This book was not proof read. Laughable spelling errors.....CRUTCH  appears when ""crotch"" was  intended.  There were three similar errors.  Won't be reading any additional ""books"".",Author does not have a  beta reader!  Painful mistakes.,2,2/16/2016
4775,3,A11HA12YNT0RIQ,B00N2ZWYF4,"I picked up this book from my ""I love Vampire Novels"" email. I was intrigued by the blurb/synopsis and decided for a free book, it was totally worth my time.

I didn't realize that this was a novella (which is what I get for not paying a lot of attention). I really loved the first 3 chapters. I was expecting this novella to actually be a full blown novel, but parts of it felt very rushed (towards the end). I would have liked to read a little more depth with character development beyond the first three chapters.

However, I will say that the writing style was much better than I anticipated for a free novella. I didn't expect such a short read to be written so well grammatically. I also really loved Rowan. I liked that she was out and knew what she was after. I liked Rafe and his cocky attitude.

The only reason for 3 stars for me is due to how rushed the last several chapters felt. I will gladly read more by this author in the future","Grammatically great, but almost rushed",2,2/13/2016
4776,5,A35FVVRF7OKH9Y,B00N34SNOK,"I just love how a love story is mixed in with action and you have your super hero. Short book but, trust me, it's very hard to put it down. Loved it!",Gotta lov Tyr!,2,4/30/2016
4777,5,A10ZE0GUHRCC4B,B00N39NS5Y,"I am enjoying the adventures that Kelly, the ambassador , has in all these stories. This one continues the adventures of one Earth woman and the funny improbable happenings that occur to keep her embassy from creating a major faux- pas that would put several species of space inhabiting races at odds. This series of stories keep you entranced with the ins and outs of diplomacy,and are as entertaining as #=;: I can't keep away they are so entertaining a tale!!!",Lovable series,5,8/17/2016
4778,5,A1IF7MXU4DQMVD,B00N39NS5Y,"In this installment of the Union Station adventures, a reclusive species who have been living as shut-ins on their planet for the past few thousand years after once ruling a mighty (acquisitive) empire have sent word out that they are preparing for the inevitable Doom of their planet and will be Ascending to the next Astral Plane, and would anyone like their stuff?

All the other aliens are all Oh Reaaaaaally? Well, let me help you get all that crass worldly goods off your hands so you can, you know, get ascending.

I highly suspect the author spent a weekend binging on Storage Wars and then got to writing. And what an auction we get here! Im not sure what was funnier  the auction scene or the planet shopping scene.

Another hilarious outing with the crazy folks of the most down-to-earth space station Ive ever seen.",and would anyone like their stuff,3,8/16/2016
4779,1,AX59HEWTONQ1M,B00N3A0E8W,"I read to twenty five percent and received a phone call.  When I came back I realised I really didn't remember what was going on.  Worse, I just didn't care so I deleted it.  I'm sort of demanding in that I want my sci-fi to consist of more than the word space ship here and there.  This just reads as a ""bad ssa"" goes around being a, guess  what...",Not my kind of story,2,3/20/2016
4780,2,A387Y23MCOOEN7,B00N3IK3P8,A good story that I have yet to finish - ruined by the authors obvious hate of liberals. Too bad he let his politics ruin the story for many people. Being a liberal means being a humanitarian. He equates being liberal with being some kind of monster. I don't plan to read beyond this book. His and others hate of liberals has given us Trump. nough said.,Liberal hating story,5,1/4/2018
4781,2,A1VQ27YMFUK1IF,B00N3IK3P8,"Two stars because of some good writing of military procedures and battles.  Plot and premise were quite ridiculous.  An evil power hungry president-wanna-be king (or three of them), and presentation of liberals to be the root of all thats wrong may have been clever and entertaining in 2014 when this was written, but in the time of Trump its not really enjoyable.",Ridiculous,6,1/1/2018
4782,5,A3PDF6QWYMJUM,B00N3IK3P8,"omg. This is a great book. I didn't realize it was a series-though that is my favorite type of read. I deliberately slowed down and dragged out my reading, fearing it would end well before I was ready to give it up. Then it...ended! Lol...I had $3.30 left to my name, and immediately spent the $2.99 on the next one. Highly recommend!",This is a great book. I didn't realize it was a series-though ...,2,1/1/2018
4783,2,A3EPFK2KKV57O0,B00N3IK3P8,"Could really see this happening with the flu/war. Thats scary!!

Overall I thought it was okay read. What I didn't like, was the objectification of every women in this book. They where all judged by their bodies! Every description was objectifying. Made me sick! Even the friends points of view of the wives!! Sick!
Pretty sad that this is how men think of women. Its a porn culture point of view.",Could do with less objectification of women...,5,12/28/2017
